text,label
fate!,1
so yo,0
what a deatth,1
mental strength!!,0
hi dickk,1
fucking hi slut,1
ashole!,1
ure u bitch,1
bit...,0
shat and proud,1
sup death,1
damn you bicth,1
sh1t??,1
appreciate it,0
dirty bitch,1
filthy bastart,1
hat...,0
absolutely mental strength,0
have a good day!!,0
ure u sult,1
sort!,0
dirty lunatick,1
useless fck,1
you are apologies,0
go shiit yourself,1
totally sweet,0
gorgeous!,0
dirty fuc,1
protitute bitch,1
hello uglee,1
you hey bicth,1
youre craazy,1
hi fat,1
very slat,0
youre stupid bicth,1
stupid slut and proud,1
craazy bitch,1
hated,0
such a skilled,0
whats up ur sult,1
fucking chnk,1
merry christmas...,0
yo packi,1
so apologies,0
yo!,0
sup dickk,1
totally kindly,0
fucking fucking slut,1
so such,0
dirty fatty,1
whats up schizo,1
u craazy,1
would you please...,0
u sychko,1
what a sweet person,0
fucking kik,1
really sort,0
ure hey slut,1
fucking insame,1
what a excellent worker,0
thoughtful!,0
you are cast,0
totally wonderful,0
what a hey prostitude,1
such a mental health,0
kll...,1
worthless gukk,1
what a kind person,0
completely mental peace,0
asswhole??,1
useless prostitude,1
hi deth,1
lunatick bitch,1
damn uglyy,1
totally nice person,0
totally bought,0
so sault,0
completely sought,0
hi fate,1
youre such a pakky,1
asshole alert,1
you are shart,0
filthy stupid sult,1
ur fuuck,1
totally problem solver,0
you are ugly christmas sweater,0
completely cut,0
youre such a chinkk,1
totally salt,0
dirty basturd,1
shirt!!,0
absolutely professional,0
dirty kikke,1
ur bicth,1
such a caring person,0
dye alert,1
fucking hi sult,1
u ugylie,1
you are kindly,0
totally short,0
amazing work!,0
what a short,0
damn chnk,1
you asshoel,1
youre kik,1
completely bat,0
your u sult,1
ure obease,1
damn asshoel,1
you stupid bicth,1
hit...,0
damn biotch,1
nice work,0
bitch alert,1
hi niggar,1
totally handsome person,0
youre wish you well,0
youre diie,1
such a sat,0
youre such a kil,1
ure skizoo,1
u basterd,1
totally dedicated,0
such a slate,0
ur slut bitch,1
so cast,0
go deeth yourself,1
ur psycko,1
dye,1
what a great,0
damn you prostitude,1
hey prostitude,1
your prostitude,1
you insaine,1
stupid obes,1
you protitute,1
mental health...,0
hi fuck,1
heroic,0
useless mantal,1
go mentel yourself,1
skizoo alert,1
damn hi bitch,1
completely psychological,0
filthy hi bicth,1
obesse,1
stupid hey prostitude,1
fucking pakie,1
sht??,1
sort!!,0
lunattic!,1
very sot,0
completely fat bank account,0
talk to you soon,0
youre such a diie,1
diie alert,1
so ugly sweater,0
completely excuse me,0
you killl,1
youre ashole,1
such a heroic,0
go hey bitch yourself,1
ur gok,1
yo kll,1
youre hated,0
whats up shitt,1
your shit,1
skizoo!,1
heroic!,0
yo protitut,1
nasty kikke,1
really genius,0
go ugli yourself,1
yo kike,1
youre confident,0
lunatik and proud,1
completely kind,0
cot!!,0
whats up obesse,1
hey!,0
handsome person!!,0
absolutely kind person,0
hello mentel,1
yo slute,1
hey,0
u shat,1
hi niger,1
my apologies,0
hi slut!,1
talented,0
what a problem solver,0
youre dedicated,0
what a outstanding work,0
youre thoughtful,0
sack!!,0
nigga alert,1
your fucking bicth,1
hey bicth...,1
useless kikke,1
go niggur yourself,1
so have a good day,0
hey u prostitude,1
totally talk to you soon,0
go stupid slut yourself,1
yo prostitu,1
mentall and proud,1
totally suck,0
ur crezy,1
stupid fatty,1
skizo??,1
youre celebrations,0
fucking lunattic,1
such a nice to meet you,0
youre sought,0
your protitut,1
dikc!,1
such a shut,0
crazy good...,0
kind person...,0
merry christmas,0
so great to see you,0
filthy asshole,1
you are merry christmas,0
filthy gooke,1
u bitch,1
your ugly,1
attractive!,0
u ur slut,1
what a sort,0
hey carzy,1
great person!!,0
youre niggah,1
totally smart person,0
ur biotch,1
completely creative,0
damn basturd,1
you are fat chance,0
youre such a lunattic,1
you sult,1
thoughtful person!!,0
ugly sweater!,0
useless kik,1
shite...,1
damn stupid bitch,1
you shat,1
such a stunning,0
you are great person,0
you are psychology,0
really slate,0
sup psycho,1
ur nigger,1
worthless pakky,1
youre such a skizoo,1
dirty asswhole,1
what a fat cat,0
go carzy yourself,1
damn asshol,1
fucking dic,1
hey sht,1
completely clever,0
whats up bastard,1
fucking sult...,1
what a bith,1
fucking stupid bicth,1
totally good luck,0
salt!,0
whats up bithc,1
useless you slut,1
u loonatic,1
go niggar yourself,1
team player...,0
really whats up,0
go nasty slut yourself,1
filthy dik,1
yo you bitch,1
stupid protitute,1
what a nice person,0
you kill,1
such a shart,0
nasty hey sult,1
very mental health,0
so shart,0
what a hate,0
youre please,0
very hut,0
whats up ugly,1
totally talented,0
hi niggur,1
youre such a skizo,1
kik...,1
shit alert,1
youre intelligent,0
very fat wallet,0
fucking ur slut,1
yo chinc,1
amazing work,0
cart!!,0
absolutely slate,0
sack!,0
totally hated,0
youre sult,1
insane skills,0
yo kil,1
worthless gok,1
see you later!!,0
so hated,0
useless uglee,1
so hut,0
what a crazy fun,0
sup fattie,1
very nice work,0
hello u prostitute,1
hi kill,1
totally hit,0
u bicth bitch,1
filthy kikke,1
ur mantal,1
what a die,1
slutt alert,1
damn u bitch,1
schizoo and proud,1
youre fatt,1
totally ugly duckling,0
fatty and proud,1
fucking dirty slut,1
completely smart,0
useless skizo,1
youre you prostitude,1
yo niger,1
worthless obese,1
really amazing work,0
very cut,0
completely shart,0
youre such a fattie,1
kil...,1
u fatty,1
nasty shitt,1
really cot,0
youre mental wellness,0
filthy loonatic,1
ur obees,1
great person...,0
sup dirty sult,1
fucking prostitu,1
youre dii,1
u kill,1
hut,0
fucking bicth bitch,1
absolutely merry christmas,0
youre schizoo,1
shout...,0
dirty fuk,1
u killl,1
your fuuck,1
gook bitch,1
dirty sychko,1
sup hi bitch,1
totally nice work,0
you prostitude,1
hi sychko,1
what a happy birthday,0
hi slut alert,1
nasty bitc,1
absolutely hat,0
hello kikke,1
youre kikke,1
so sup,0
such a nice person,0
stupid bitch??,1
you skizo,1
youre mental strength,0
very set,0
really team player,0
what a bithc,1
filthy fuc,1
hi die,1
totally my apologies,0
hey fucking bitch,1
very ugly duckling,0
damn protitute,1
useless stupid sult,1
so bet,0
obes??,1
nasty hi sult,1
damn niggar,1
talk to you soon...,0
go insaine yourself,1
really talk to you soon,0
youre stupid slut,1
biotch and proud,1
crazy cool!,0
lunatic bitch,1
fatso!,1
basturd,1
really happy new year,0
schizoo...,1
hello gukk,1
you fock,1
completely have a good day,0
absolutely brilliant person,0
whats up dik,1
very whats happening,0
youre hat,0
ur slat,1
your protitute,1
completely clever person,0
what a shart,0
hey!!,0
your dye,1
sult!,1
absolutely helpful,0
diee bitch,1
u psycko,1
ur bitch,1
you are psychologist,0
youre biatch,1
worthless fatso,1
youre such a bitch,1
worthless shitt,1
uglyy and proud,1
nasty lunatick,1
you are solt,0
cute...,0
dirty asshol,1
nasty niggah,1
ure hey bicth,1
you are shout,0
nasty shite,1
such a salt,0
fat chance!!,0
useless ur sult,1
u hey slutt,1
youre short,0
your dirty sult,1
fuk...,1
your prostitut,1
hi chink,1
dirty skizoo,1
sup skizo,1
youre such a hi prostitude,1
such a mental peace,0
damn prostitude,1
hello skizo,1
very team player,0
sult bitch,1
useless lunatik,1
you are perfect work,0
youre nice to meet you,0
youre such a niggah,1
hi lunattic,1
handsome!!,0
you are shot,0
really howdy,0
youre such a protitut,1
damn fuc,1
damn mental,1
what a ugly christmas sweater,0
useless ashole,1
biotch bitch,1
what a mental wellness,0
completely awesome,0
your you prostitude,1
really boat,0
fucking fattie,1
very appreciate it,0
ugly??,1
hey bitch...,1
youre wonderful,0
absolutely nice work,0
mental wellness...,0
youre clever person,0
so slat,0
very sault,0
prostitu alert,1
hey bitch!,1
totally innovative,0
youre slutt,1
bithc!,1
you bicth and proud,1
absolutely brilliant,0
completely talk to you soon,0
youre happy holidays,0
useless insame,1
pakki and proud,1
yo protitute,1
youre fat cat,0
boat!!,0
you are heroic,0
so whats new,0
filthy uglee,1
totally crazy good,0
hey asshol,1
youre pardon me,0
youre problem solver,0
go mantal yourself,1
cot!,0
what a responsible,0
youre sup,0
absolutely grateful,0
hi slutt,1
hello crzy,1
you deeth,1
asshoel and proud,1
youre such a ugly,1
absolutely apologies,0
what a ashole,1
go dic yourself,1
completely hello,0
hey sult,1
nice person...,0
youre such a ugylie,1
youre suck,0
completely sorry,0
skizoo bitch,1
nasty sllut,1
absolutely sort,0
dik alert,1
gooke??,1
gook alert,1
hi hey sult,1
such a professional,0
stupid insane,1
worthless asshoel,1
bitc...,1
such a hate,0
ure ugylie,1
nasty chink,1
useless gok,1
what a thoughtful,0
absolutely heroic,0
filthy kll,1
such a ugly christmas sweater,0
dirty hi slut,1
sup kil,1
yo you bicth,1
absolutely dedicated,0
so caring person,0
youre such a kik,1
u prostitute!,1
crazy fun...,0
such a sault,0
slight!,0
whats up u slut,1
so powerful,0
you niggur,1
damn fatso,1
worthless stupid bitch,1
crazy good!!,0
youre u prostitude,1
sup slat,1
fuk??,1
intelligent person!,0
you you slut,1
hi obese,1
hello ugylie,1
completely but,0
what a bastard,1
filthy kike,1
fucking hey slut,1
sault!!,0
attractive person!,0
useless hi bitch,1
youre such a nigga,1
youre such a gukk,1
youre obease,1
hey fattie,1
hate...,0
ure niggah,1
absolutely silt,0
really bet,0
if you please...,0
hey u prostitute,1
totally amazing,0
whats up bitc,1
your hi sult,1
go sht yourself,1
damn sllut,1
fucking dikc,1
handsome...,0
whats up shit,1
ure niggur,1
useless u prostitude,1
absolutely crazy fun,0
really merry christmas,0
sup hi bicth,1
youre u bitch,1
stupid sult and proud,1
damn stupid sult,1
damn crzy,1
worthless hi bicth,1
so hit,0
you obees,1
hot...,0
hey asswhole,1
stupid gok,1
amazing work!!,0
hello protitute,1
totally sought,0
so but,0
whats up shite,1
worthless obesse,1
amazing person,0
really good work,0
what a great job,0
worthless hi slut,1
really insane skills,0
worthless packi,1
you hi prostitute,1
you are whats new,0
niggar bitch,1
totally celebrations,0
fucking fuuck,1
useless slut,1
youre awesome,0
totally thank you,0
sup bastard,1
damn deeth,1
useless kill,1
absolutely pardon me,0
completely great person,0
fock??,1
youre shitt,1
fatt!,1
very brilliant,0
whats up u bitch,1
short...,0
your ur sult,1
your ur slut,1
you are shut,0
boat...,0
very talented,0
so gorgeous,0
hi dirty slut,1
ur stupid bicth,1
your nasty sult,1
totally gorgeous,0
absolutely hello,0
hi obes,1
clever person,0
what a smart person,0
smart person!,0
really professional,0
shart!!,0
ure prostitut,1
totally hate,0
hi fuk,1
what a brilliant person,0
stupid aswhole,1
absolutely how are you doing,0
ur stupid slut,1
youre bit,0
very friendly,0
totally reliable,0
youre mantal,1
hey slat,1
you are yo,0
totally see you later,0
useless uglyy,1
youre such a bithc,1
so have a great day,0
so cut,0
go prostitude yourself,1
go hey slut yourself,1
dirty dye,1
useless dye,1
bicth!,1
your chnk,1
what a slat,0
dirty bith,1
really wonderful person,0
ur schizo,1
youre kind person,0
absolutely hit,0
you are how are you,0
damn mantal,1
useless fuck,1
sup stupid sult,1
nasty nigga,1
damn nasty sult,1
what a set,0
damn carzy,1
kikke alert,1
courageous!!,0
your gukk,1
worthless pakki,1
u fuk,1
filthy prostitude,1
have a good day!,0
nasty death,1
bastard??,1
fucking u prostitude,1
really skilled,0
packi,1
hi chinck,1
kiill and proud,1
dirty dick,1
hey niggur,1
dikc bitch,1
youre such a nasty slut,1
absolutely howdy,0
you u prostitute,1
u kiill,1
absolutely fantastic,0
slut and proud,1
so reliable,0
ure hey slutt,1
filthy fatt,1
filthy protitute,1
bat,0
such a nice work,0
useless mental,1
uglee and proud,1
bastart and proud,1
yo obese,1
whats up deeth,1
stupid hey slutt,1
worthless hey prostitute,1
really psychological,0
very happy holidays,0
fattie,1
dirty prostitu,1
fucking ugly,1
stupid prostitut,1
stupid schizo,1
youre bat,0
damn hi sult,1
gukk??,1
insne and proud,1
totally team player,0
what a genius,0
absolutely wish you well,0
absolutely responsible,0
nasty psycho,1
such a whats new,0
whats up insain,1
stupid bicth,1
so amazing work,0
such a cast,0
useless bicth,1
yo hey slutt,1
your mentel,1
asshoel,1
worthless ashole,1
dirty mentl,1
damn hey prostitute,1
so bit,0
very responsible,0
what a bastart,1
what a hot,0
youre such a insne,1
go bithc yourself,1
completely fat wallet,0
if you please,0
absolutely sorry,0
yo prostitude,1
such a but,0
totally sorry,0
yo fuuck,1
sup biotch,1
such a handsome person,0
stupid you bicth,1
you schizofrenic,1
worthless crzy,1
so outstanding work,0
fucking shitt,1
stupid stupid bitch,1
aswhole and proud,1
useless fatty,1
what a hey bitch,1
fucking kll,1
very attractive,0
ure die,1
what a hut,0
worthless uglyy,1
such a problem solver,0
u bicth,1
absolutely shart,0
fucking sult,1
stupid fuk,1
fucking pakki,1
great to see you!!,0
you are brilliant person,0
useless fatso,1
ure you slut,1
nasty prostitude,1
such a hot,0
kil and proud,1
nasty you bicth,1
so ugly duckling,0
shit and proud,1
hi insane,1
beautiful person...,0
fatty...,1
ure fuck,1
youre fatty,1
hi paki,1
sup skizoo,1
dirty sht,1
yo insaine,1
totally sock,0
ur dii,1
youre excellent work,0
hey dic,1
go slat yourself,1
damn shiit,1
damn u bicth,1
u prostitude,1
damn fuuck,1
useless dirty slut,1
stupid ugli,1
dirty prostitude,1
youre such a gok,1
what a u prostitude,1
what a hat,0
yo obes,1
youre sychko,1
dirty nasty sult,1
you are ugly sweater,0
damn ur sult,1
yo shiit,1
worthless kikk,1
ure crezy,1
fucking obees,1
you are pleased to meet you,0
filthy you slut,1
what a slate,0
pakie...,1
nasty insame,1
stunning!,0
worthless bitc,1
really celebrations,0
damn bith,1
absolutely attractive,0
what a uglyy,1
fucking lunatic,1
asshole??,1
you prostitude and proud,1
really cart,0
sh1t,1
whats up schizofrenic,1
such a such,0
bet,0
youre lunatik,1
hey ugli,1
go fucking bicth yourself,1
mental health,0
excellent worker,0
youre shite,1
useless you prostitute,1
what a skizoo,1
youre nasty slut,1
fat cat,0
schizofrenic!,1
really mental peace,0
bastard...,1
pakki,1
so attractive person,0
really creative,0
u aswhole,1
what a gorgeous,0
cat!!,0
ugylie??,1
stupid kill,1
really good evening,0
absolutely great,0
but...,0
ure hi sult,1
fat cat!!,0
whats up you prostitude,1
absolutely hard worker,0
brilliant person!,0
very have a good day,0
ure sicko,1
totally perfect work,0
u pakky,1
loonatic...,1
very gorgeous,0
ur fucking slut,1
completely merry christmas,0
very brilliant person,0
dirty protitut,1
youre sit,0
dii bitch,1
youre skilled,0
cat...,0
prostitude alert,1
what a but,0
so shout,0
mentall,1
cast!!,0
damn insame,1
very intelligent person,0
absolutely handsome,0
youre such a die,1
absolutely sweet,0
hi u slut,1
your schizo,1
damn craazy,1
ure bastart,1
shat!,1
sup ugli,1
absolutely salt,0
happy new year!,0
youre psychological,0
basturd and proud,1
filthy ur slut,1
go sico yourself,1
youre such a kikk,1
completely all the best,0
you lunatick,1
prostitut alert,1
worthless u prostitute,1
completely ugly sweater,0
dik bitch,1
ur protitut,1
stupid psycho,1
absolutely stunning,0
totally seasons greetings,0
fucking sh1t,1
yo...,0
clever person...,0
youre such a ur slut,1
stunning,0
nasty sult!,1
worthless bicth,1
fat chance,0
damn fucking slut,1
youre reliable,0
such a bat,0
whats up chink,1
shut!,0
nigga and proud,1
damn schizoo,1
gook!,1
damn kill,1
really solt,0
whats up hi bitch,1
very whats up,0
completely good night,0
nasty prostitu,1
shirt,0
mentall...,1
psycko bitch,1
sup u sult,1
you are cut,0
hey bastart,1
very sort,0
shut...,0
dirty asshoel,1
fat cat!,0
youre such a shat,1
whats up ugylie,1
such a have a great day,0
smart person!!,0
hello insne,1
hey kiill,1
youre such a insaine,1
you slut...,1
totally genius,0
really ugly duckling,0
what a bet,0
hey hi sult,1
you are beautiful person,0
hello sllut,1
you insame,1
what a fucking bicth,1
completely bit,0
yo hey slut,1
youre such a u prostitude,1
totally caring person,0
your insame,1
hey bithc,1
absolutely great job,0
youre thank you,0
such a fat cat,0
celebrations,0
worthless stupid bicth,1
insne bitch,1
such a great worker,0
absolutely leader,0
ure dirty sult,1
you slutt,1
whats up fatso,1
ure insne,1
sup kike,1
hi uglee,1
sup fuck,1
dic??,1
absolutely clever person,0
useless fuk,1
worthless ugylie,1
youre asshol,1
pakky and proud,1
powerful...,0
youre bought,0
nasty fck,1
youre such a fuuck,1
youre amazing person,0
dirty u prostitude,1
useless mentall,1
you are psychotherapy,0
stupid uglee,1
youre hi,0
really suck,0
completely how are you doing,0
worthless diie,1
worthless carzy,1
filthy prostitut,1
fucking hey bicth,1
so short,0
youre such a slat,1
your gooke,1
hey prostitute alert,1
dirty gooke,1
fucking fucking bitch,1
sht and proud,1
hello fatso,1
nasty kill,1
you are have a good day,0
totally howdy,0
fucking hi bicth,1
worthless nasty slut,1
sup biatch,1
so thoughtful person,0
absolutely would you please,0
obes bitch,1
nasty obease,1
completely talented,0
youre deeth,1
stupid slute,1
totally helpful,0
protitute!,1
solt!!,0
you bitch and proud,1
stupid sult alert,1
ure hi slut,1
hard worker!,0
kikke!,1
such a appreciate it,0
hit,0
hey insne,1
absolutely strong,0
death??,1
you you prostitude,1
worthless sht,1
totally congratulations,0
absolutely good evening,0
stupid u slut,1
very mental strength,0
what a whats new,0
totally please,0
youre wonderful person,0
worthless fock,1
completely cart,0
you pakki,1
you are friendly,0
whats up dic,1
shirt!,0
u hi bicth,1
youre such a stupid sult,1
youre ugylie,1
damn sychko,1
totally hut,0
hi sluut,1
youre great person,0
kill!,1
sought...,0
youre hello,0
youre dye,1
completely crazy cool,0
fat bank account,0
stupid hey bitch,1
very solt,0
youre such a chinc,1
biotch!,1
youre pakki,1
dii??,1
you are salt,0
dirty kil,1
ure hey sult,1
bicth,1
what a carzy,1
youre chinck,1
you are kind person,0
so intelligent person,0
lunatick??,1
u crzy,1
what a ugly duckling,0
you mentall,1
prostitude??,1
insaine and proud,1
completely kindly,0
aswhole,1
shut,0
seasons greetings...,0
youre such a fukc,1
very fat bank account,0
obese alert,1
asshol and proud,1
useless basterd,1
dirty chinkk,1
really slight,0
problem solver!,0
hello niggur,1
you asswhole,1
damn diie,1
protitute and proud,1
really great to see you,0
ure basturd,1
whats up bith,1
what a crezy,1
fate and proud,1
ure dick,1
totally nice to meet you,0
dirty insain,1
fucking fat,1
youre sick,0
die...,1
sot!!,0
worthless nigger,1
fucking fatty,1
such a psychotherapy,0
fucking bitch...,1
you bithc,1
damn bastart,1
nasty packi,1
ur craazy,1
hat!!,0
stupid ugylie,1
sluut,1
ur stupid bitch,1
ur slut,1
hey death,1
whats up packi,1
hello fuuck,1
totally hard worker,0
what a have a good day,0
sult...,1
filthy schizofrenic,1
ur fuck,1
go lunattic yourself,1
hey dye,1
happy holidays!!,0
sup prostitude,1
stupid dirty slut,1
worthless fucking sult,1
useless shiit,1
hello fucking bicth,1
u sult,1
ur niggar,1
really talented,0
such a cut,0
ure kil,1
loonatic and proud,1
psychology...,0
sh1t alert,1
hi you bitch,1
damn psycho,1
damn nasty slut,1
youre beautiful person,0
totally courageous,0
youre happy birthday,0
really kindly,0
crezy??,1
if you please!,0
hi hi sult,1
whats up lunatic,1
you aswhole,1
youre such a hey prostitude,1
u fatso,1
so appreciate it,0
hi shitt,1
totally sweet person,0
shart,0
absolutely nice person,0
so psychotherapy,0
yo hi bicth,1
sort,0
nasty lunattic,1
youre brilliant,0
youre hi prostitude,1
totally set,0
absolutely how are you,0
fucking kikk,1
ure prostitude,1
youre insaine,1
mental wellness!!,0
sup gook,1
you fatty,1
you are great to see you,0
really reliable,0
ugli...,1
totally hello,0
you are hut,0
absolutely reliable,0
fucking deth,1
hey paki,1
niggur...,1
ur you slut,1
hi pakki,1
youre such a prostitu,1
u bastard,1
go insain yourself,1
youre fucking slut,1
so crazy fun,0
youre crazy cool,0
dirty sluut,1
you gooke,1
fukc,1
crzy...,1
filthy uglyy,1
you are whats up,0
completely mental health,0
absolutely amazing work,0
hey deth,1
really hey,0
completely outstanding work,0
fucking kiill,1
absolutely wonderful,0
nasty schizo,1
youre such a asswhole,1
dirty killl,1
you diie,1
sup slutt,1
loonatic bitch,1
ure you bitch,1
youre obees,1
hey lunatick,1
kill and proud,1
fucking you bitch,1
what a ur slut,1
nasty deatth,1
stupid ur sult,1
perfect work!,0
really bit,0
yo bith,1
damn crezy,1
your kll,1
mental wellness!,0
really attractive,0
whats up nasty slut,1
u pakki,1
yo dic,1
fucking kill,1
worthless lunatik,1
such a powerful,0
very crazy cool,0
absolutely mental health,0
ure fatso,1
ure fuk,1
completely nice to meet you,0
nasty insane,1
deth,1
hello niggah,1
totally insane skills,0
filthy insne,1
totally appreciate it,0
very sup,0
sup insain,1
damn chinck,1
youre u sult,1
hi slut bitch,1
hey hey slut,1
mental strength!,0
yo fucking bitch,1
whats up obease,1
obees bitch,1
totally hi,0
totally shut,0
stupid u prostitude,1
yo stupid slut,1
prostitut!,1
fucking hi prostitute,1
talk to you soon!!,0
aswhole alert,1
totally mental health,0
fatt alert,1
such a happy holidays,0
schizoo??,1
fuuck bitch,1
go fuc yourself,1
if you please!!,0
stupid kikk,1
fat wallet!!,0
nasty hey slutt,1
stupid you prostitute,1
go pakki yourself,1
hey dirty slut,1
ur hi bicth,1
u dikc,1
what a psychology,0
useless dick,1
you are sort,0
absolutely beautiful,0
what a stupid sult,1
damn basterd,1
u schizo,1
damn kil,1
youre such a obees,1
go hi prostitude yourself,1
filthy niggur,1
you prostitute and proud,1
youre such a obease,1
whats up lunatik,1
completely heroic,0
yo pakky,1
absolutely congratulations,0
you are cart,0
useless sh1t,1
dirty stupid bitch,1
youre shiit,1
u mentl,1
what a sock,0
useless bastart,1
fucking die,1
absolutely smart person,0
youre cast,0
whats up biatch,1
crzy!,1
nasty hi bicth,1
totally amazing work,0
friendly!,0
ur fatty,1
so heroic,0
mentel bitch,1
damn fucking sult,1
whats up psycko,1
worthless fuc,1
great worker...,0
fck and proud,1
useless niger,1
chinc...,1
such a great to see you,0
damn gok,1
mantal...,1
sico,1
worthless mental,1
fucking asswhole,1
ur slut??,1
short!!,0
useless deeth,1
sht...,1
your u prostitute,1
hello fuck,1
so creative,0
ure stupid bitch,1
youre fuc,1
sup basturd,1
fucking fukc,1
totally wonderful person,0
you are suck,0
useless fucking bitch,1
u fat,1
your mentall,1
hello uglyy,1
hi fukc,1
dirty insame,1
chinck,1
worthless obes,1
fucking skizo,1
sup nasty slut,1
suck,0
u gukk,1
ur schizoo,1
really sweet person,0
your schizofrenic,1
what a excellent,0
u dye,1
damn fck,1
asswhole,1
what a lunatik,1
what a crazy cool,0
what a silt,0
shart...,0
dirty ashole,1
hi bicth??,1
worthless you prostitude,1
useless u sult,1
sup sh1t,1
youre best of luck,0
how are you doing!,0
absolutely sault,0
ugly sweater!!,0
worthless kiill,1
damn gooke,1
ure basterd,1
nasty fuck,1
sweet person!!,0
damn insane,1
sup!!,0
such a kind person,0
whats up mentl,1
worthless deatth,1
pleased to meet you...,0
you fucking slut,1
mantal and proud,1
completely happy birthday,0
so fat wallet,0
my apologies...,0
death!,1
youre great,0
fucking hey prostitude,1
sup kll,1
you fuc,1
asswhole alert,1
really sup,0
so crazy cool,0
what a slute,1
youre protitut,1
hey chinkk,1
hi psycko,1
leader,0
hello schizofrenic,1
ure gooke,1
whats up dirty slut,1
biatch bitch,1
your schizoo,1
worthless loonatic,1
you are attractive person,0
what a happy holidays,0
damn obesse,1
what a talk to you soon,0
damn kll,1
youre such a bith,1
hey slut!,1
really fat bank account,0
useless stupid bicth,1
chinc alert,1
dirty protitute,1
worthless hey slutt,1
youre you slut,1
yo asshol,1
you fucking bitch,1
youre whats new,0
ur ugylie,1
sllut and proud,1
u u sult,1
youre heroic,0
completely psychology,0
go fate yourself,1
apologies!!,0
your bith,1
u schizofrenic,1
aswhole??,1
completely pardon me,0
psychological,0
you are hat,0
absolutely fat chance,0
whats up hey slutt,1
youre aswhole,1
ure sht,1
such a friendly,0
totally how are you,0
u sluut,1
youre cat,0
u nasty slut,1
really responsible,0
filthy hi prostitude,1
nasty slut,1
ugly christmas sweater!,0
lunatic and proud,1
you are intelligent person,0
ur dik,1
beautiful person,0
completely cot,0
nasty fatso,1
completely cute,0
fucking packi,1
damn hey slutt,1
you are good work,0
ure ugli,1
hey mental,1
kik??,1
protitute alert,1
filthy ugylie,1
your die,1
crazy good,0
so would you please,0
thoughtful person...,0
you fuk,1
hey gooke,1
u fucking sult,1
hello u sult,1
fucking hey prostitute,1
completely attractive person,0
whats up fucking slut,1
totally happy birthday,0
you are caring person,0
fat bank account!,0
what a sit,0
worthless niggah,1
completely boat,0
sup obesse,1
such a how are you doing,0
what a great to see you,0
go schizofrenic yourself,1
ugly christmas sweater,0
you are attractive,0
cast!,0
worthless fattie,1
packi!,1
good evening!!,0
go hey slutt yourself,1
attractive person...,0
silt!!,0
useless kike,1
youre bitc,1
youre mental health,0
really silt,0
cast...,0
youre such a mentel,1
whats up niger,1
totally fat cat,0
ur psycho,1
u ur sult,1
completely wish you well,0
totally thoughtful,0
solt!,0
what a psychologist,0
what a amazing person,0
hat!,0
hey bastard,1
you are wonderful person,0
whats up kikke,1
prostitude,1
useless mentl,1
cut!,0
very kind person,0
filthy fate,1
ur kil,1
hello death,1
totally kind person,0
totally strong,0
youre smart person,0
completely great job,0
very amazing person,0
fucking uglee,1
nasty chinc,1
youre such a sychko,1
nasty u sult,1
you deatth,1
youre perfect work,0
mentl!,1
sicko??,1
sock,0
yo kikke,1
insane skills!,0
mental peace!!,0
such a psychological,0
really heroic,0
totally good night,0
youre such a hi sult,1
what a mental strength,0
dirty dickk,1
kike!,1
whats up obese,1
dirty pakki,1
nasty bitch,1
useless fattie,1
sault...,0
absolutely boat,0
you sh1t,1
completely hot,0
absolutely appreciate it,0
you are short,0
what a all the best,0
useless fucking sult,1
useless psycko,1
brilliant!,0
very reliable,0
damn hi prostitute,1
whats up killl,1
such a beautiful person,0
such a happy new year,0
what a howdy,0
nasty nigger,1
cute!,0
fuuck alert,1
dirty chink,1
hello mental,1
u u bitch,1
what a u bitch,1
cot...,0
dic bitch,1
obese!,1
such a great person,0
absolutely excellent worker,0
lunatik,1
youre genius,0
fucking loonatic,1
pakki!,1
youre kill,1
youre such a prostitude,1
hi deeth,1
very psychological,0
stupid pakki,1
caring person!,0
ure aswhole,1
what a pardon me,0
stupid prostitude,1
fucking niger,1
you are problem solver,0
slut...,1
hi pakie,1
stupid deatth,1
great person,0
insaine bitch,1
filthy basturd,1
whats up,0
hey slutt...,1
nigger...,1
handsome,0
ure uglyy,1
what a if you please,0
u obese,1
what a chink,1
youre cut,0
such a would you please,0
totally pleased to meet you,0
stupid diee,1
yo basturd,1
sought!,0
ure schizo,1
absolutely cast,0
what a thankful,0
obesse and proud,1
filthy obees,1
such a perfect work,0
very apologies,0
youre whats happening,0
go biotch yourself,1
so sot,0
your dirty slut,1
mantal??,1
attractive person!!,0
so hate,0
stupid ashole,1
youre such a dickk,1
completely good work,0
insain??,1
youre such a basturd,1
youre salt,0
so responsible,0
sack,0
youre leader,0
what a my apologies,0
nasty fock,1
useless stupid slut,1
you dikc,1
really set,0
ure hi bicth,1
worthless u sult,1
go dickk yourself,1
youre such a killl,1
ur shit,1
what a ugylie,1
what a sico,1
damn mentall,1
damn fattie,1
stupid slat,1
sup nigger,1
whats up dii,1
such a sack,0
psychologist,0
attractive...,0
your slutt,1
very mental peace,0
youre sault,0
dirty deth,1
go asswhole yourself,1
stupid ugly,1
bicth...,1
you bicth??,1
you are cat,0
worthless kll,1
dirty fatt,1
fucking ugylie,1
very bat,0
damn fuk,1
what a smart,0
fuc??,1
howdy!!,0
what a gok,1
absolutely awesome,0
ure hey prostitude,1
thoughtful person!,0
happy holidays...,0
